1.11,4.3537,0.0,0.0
1.11,4.3537,0.1181,-0.2102
1.1106,4.3526,0.2295,-0.3941
1.1117,4.3506,0.3321,-0.5568
1.1134,4.3479,0.4249,-0.7023
1.1155,4.3443,0.5077,-0.8336
1.118,4.3402,0.5805,-0.9529
1.1209,4.3354,0.6439,-1.0622
1.1241,4.3301,0.6985,-1.1628
1.1276,4.3243,0.7451,-1.2557
1.1314,4.318,0.7845,-1.3418
1.1353,4.3113,0.8174,-1.4218
1.1394,4.3042,0.8445,-1.4964
1.1436,4.2967,0.8666,-1.5659
1.1479,4.2889,0.8843,-1.6307
1.1524,4.2807,0.8982,-1.6912
1.1568,4.2723,0.9088,-1.7477
1.1614,4.2635,0.9166,-1.8004
1.166,4.2545,0.922,-1.8496
1.1706,4.2453,0.9253,-1.8954
1.1752,4.2358,0.9268,-1.9381
1.1798,4.2261,0.9269,-1.9778
1.1845,4.2162,0.9258,-2.0147
1.1891,4.2062,0.9237,-2.049
1.1937,4.1959,0.9206,-2.0807
1.1983,4.1855,0.917,-2.1101
1.2029,4.175,0.9127,-2.1372
1.2075,4.1643,0.908,-2.1622
1.212,4.1535,0.9029,-2.1851
1.2165,4.1425,0.8975,-2.2062
1.221,4.1315,0.892,-2.2254
1.2255,4.1204,0.8862,-2.2429
1.2299,4.1092,0.8804,-2.2588
1.2343,4.0979,0.8744,-2.2732
1.2387,4.0865,0.8685,-2.2861
1.243,4.0751,0.8625,-2.2977
1.2473,4.0636,0.8565,-2.308
1.2516,4.052,0.8505,-2.317
1.2559,4.0405,0.8446,-2.3249
1.2601,4.0288,0.8387,-2.3317
1.2643,4.0172,0.8328,-2.3375
1.2685,4.0055,0.827,-2.3423
1.2726,3.9938,0.8213,-2.3462
1.2767,3.982,0.8157,-2.3493
1.2808,3.9703,0.8101,-2.3515
1.2848,3.9585,0.8046,-2.353
1.2888,3.9468,0.7991,-2.3537
1.2928,3.935,0.7937,-2.3538
1.2968,3.9232,0.7884,-2.3532
1.3008,3.9115,0.7832,-2.3521
1.3047,3.8997,0.778,-2.3503
1.3086,3.888,0.7728,-2.3481
1.3124,3.8762,0.7678,-2.3453
1.3163,3.8645,0.7628,-2.3421
1.3201,3.8528,0.7578,-2.3384
1.3239,3.8411,0.7529,-2.3343
1.3276,3.8294,0.7481,-2.3298
1.3314,3.8178,0.7433,-2.325
1.3351,3.8061,0.7386,-2.3198
1.3388,3.7945,0.7339,-2.3143
1.3425,3.783,0.7293,-2.3085
1.3461,3.7714,0.7247,-2.3024
1.3497,3.7599,0.7201,-2.2961
1.3533,3.7484,0.7156,-2.2895
1.3569,3.737,0.7111,-2.2827
1.3605,3.7256,0.7067,-2.2757
1.364,3.7142,0.7023,-2.2685
1.3675,3.7029,0.698,-2.261
1.371,3.6915,0.6936,-2.2535
1.3745,3.6803,0.6894,-2.2457
1.3779,3.669,0.6851,-2.2378
1.3813,3.6579,0.6809,-2.2298
1.3847,3.6467,0.6767,-2.2216
1.3881,3.6356,0.6725,-2.2134
1.3915,3.6245,0.6684,-2.205
1.3948,3.6135,0.6643,-2.1965
1.3981,3.6025,0.6602,-2.1879
1.4014,3.5916,0.6561,-2.1793
1.4047,3.5807,0.6521,-2.1705
1.408,3.5698,0.6481,-2.1617
1.4112,3.559,0.6442,-2.1528
1.4144,3.5483,0.6402,-2.1439
1.4176,3.5375,0.6363,-2.1349
1.4208,3.5269,0.6324,-2.1259
1.424,3.5162,0.6285,-2.1168
1.4271,3.5057,0.6247,-2.1077
1.4303,3.4951,0.6209,-2.0986
1.4334,3.4846,0.6171,-2.0894
1.4364,3.4742,0.6133,-2.0802
1.4395,3.4638,0.6096,-2.071
1.4426,3.4534,0.6058,-2.0618
1.4456,3.4431,0.6021,-2.0526
1.4486,3.4329,0.5984,-2.0433
1.4516,3.4226,0.5948,-2.034
1.4546,3.4125,0.5912,-2.0248
1.4575,3.4023,0.5875,-2.0155
1.4605,3.3923,0.584,-2.0062
1.4634,3.3822,0.5804,-1.997
1.4663,3.3722,0.5768,-1.9877
1.4692,3.3623,0.5733,-1.9785
1.472,3.3524,0.5698,-1.9692
1.4749,3.3426,0.5663,-1.96
1.4777,3.3328,0.5629,-1.9508
1.4805,3.323,0.5594,-1.9416
1.4833,3.3133,0.556,-1.9324
1.4861,3.3036,0.5526,-1.9232
1.4889,3.294,0.5492,-1.9141
1.4916,3.2845,0.5459,-1.9049
1.4943,3.2749,0.5425,-1.8958
1.4971,3.2655,0.5392,-1.8867
1.4998,3.256,0.5359,-1.8776
1.5024,3.2466,0.5327,-1.8686
1.5051,3.2373,0.5294,-1.8596
1.5077,3.228,0.5262,-1.8506
1.5104,3.2187,0.523,-1.8416
1.513,3.2095,0.5198,-1.8327
1.5156,3.2004,0.5166,-1.8238
1.5182,3.1913,0.5134,-1.8149
1.5207,3.1822,0.5103,-1.806
1.5233,3.1731,0.5072,-1.7972
1.5258,3.1642,0.5041,-1.7884
1.5283,3.1552,0.501,-1.7796
1.5309,3.1463,0.498,-1.7709
1.5333,3.1375,0.495,-1.7622
1.5358,3.1287,0.4919,-1.7535
1.5383,3.1199,0.4889,-1.7449
1.5407,3.1112,0.486,-1.7362
1.5432,3.1025,0.483,-1.7277
1.5456,3.0938,0.4801,-1.7191
1.548,3.0852,0.4772,-1.7106
1.5504,3.0767,0.4743,-1.7021
1.5527,3.0682,0.4714,-1.6937
1.5551,3.0597,0.4685,-1.6853
1.5574,3.0513,0.4657,-1.6769
1.5598,3.0429,0.4628,-1.6685
1.5621,3.0346,0.46,-1.6602
1.5644,3.0263,0.4572,-1.652
1.5667,3.018,0.4545,-1.6437
1.5689,3.0098,0.4517,-1.6355
1.5712,3.0016,0.449,-1.6273
1.5734,2.9935,0.4463,-1.6192
1.5757,2.9854,0.4436,-1.6111
1.5779,2.9773,0.4409,-1.603
1.5801,2.9693,0.4382,-1.595
1.5823,2.9613,0.4356,-1.587
1.5845,2.9534,0.433,-1.579
1.5866,2.9455,0.4303,-1.5711
1.5888,2.9376,0.4278,-1.5632
1.5909,2.9298,0.4252,-1.5553
1.593,2.9221,0.4226,-1.5475
1.5951,2.9143,0.4201,-1.5397
1.5972,2.9066,0.4175,-1.5319
1.5993,2.899,0.415,-1.5242
1.6014,2.8913,0.4125,-1.5165
1.6035,2.8838,0.4101,-1.5088
1.6055,2.8762,0.4076,-1.5012
1.6076,2.8687,0.4052,-1.4936
1.6096,2.8612,0.4027,-1.486
1.6116,2.8538,0.4003,-1.4785
1.6136,2.8464,0.3979,-1.471
1.6156,2.8391,0.3956,-1.4636
1.6176,2.8317,0.3932,-1.4561
1.6195,2.8245,0.3908,-1.4487
1.6215,2.8172,0.3885,-1.4414
1.6234,2.81,0.3862,-1.4341
1.6254,2.8028,0.3839,-1.4268
1.6273,2.7957,0.3816,-1.4195
1.6292,2.7886,0.3793,-1.4123
1.6311,2.7815,0.3771,-1.4051
1.633,2.7745,0.3748,-1.3979
1.6348,2.7675,0.3726,-1.3908
1.6367,2.7606,0.3704,-1.3837
1.6386,2.7537,0.3682,-1.3766
1.6404,2.7468,0.366,-1.3696
1.6422,2.7399,0.3639,-1.3626
1.6441,2.7331,0.3617,-1.3556
1.6459,2.7263,0.3596,-1.3487
1.6477,2.7196,0.3575,-1.3418
1.6494,2.7129,0.3554,-1.3349
1.6512,2.7062,0.3533,-1.3281
1.653,2.6996,0.3512,-1.3213
1.6547,2.693,0.3491,-1.3145
1.6565,2.6864,0.3471,-1.3078
1.6582,2.6798,0.345,-1.3011
1.66,2.6733,0.343,-1.2944
1.6617,2.6669,0.341,-1.2877
1.6634,2.6604,0.339,-1.2811
1.6651,2.654,0.337,-1.2745
1.6668,2.6477,0.335,-1.268
1.6684,2.6413,0.3331,-1.2614
1.6701,2.635,0.3311,-1.2549
1.6717,2.6287,0.3292,-1.2485
1.6734,2.6225,0.3273,-1.242
1.675,2.6163,0.3254,-1.2356
1.6767,2.6101,0.3235,-1.2292
1.6783,2.604,0.3216,-1.2229
1.6799,2.5978,0.3197,-1.2166
1.6815,2.5918,0.3179,-1.2103
1.6831,2.5857,0.316,-1.204
1.6846,2.5797,0.3142,-1.1978
1.6862,2.5737,0.3124,-1.1916
1.6878,2.5677,0.3106,-1.1854
1.6893,2.5618,0.3088,-1.1793
1.6909,2.5559,0.307,-1.1732
1.6924,2.5501,0.3052,-1.1671
1.6939,2.5442,0.3035,-1.161
1.6955,2.5384,0.3017,-1.155
1.697,2.5326,0.3,-1.149
1.6985,2.5269,0.2983,-1.143
1.7,2.5212,0.2966,-1.1371
1.7014,2.5155,0.2949,-1.1312
1.7029,2.5098,0.2932,-1.1253
1.7044,2.5042,0.2915,-1.1194
1.7058,2.4986,0.2898,-1.1136
1.7073,2.493,0.2882,-1.1078
1.7087,2.4875,0.2865,-1.102
1.7102,2.482,0.2849,-1.0962
1.7116,2.4765,0.2833,-1.0905
1.713,2.4711,0.2817,-1.0848
1.7144,2.4656,0.2801,-1.0791
1.7158,2.4602,0.2785,-1.0735
1.7172,2.4549,0.2769,-1.0679
1.7186,2.4495,0.2753,-1.0623
1.72,2.4442,0.2738,-1.0567
1.7213,2.4389,0.2722,-1.0512
1.7227,2.4337,0.2707,-1.0457
1.724,2.4285,0.2692,-1.0402
1.7254,2.4233,0.2677,-1.0347
1.7267,2.4181,0.2662,-1.0293
1.7281,2.4129,0.2647,-1.0239
1.7294,2.4078,0.2632,-1.0185
1.7307,2.4027,0.2617,-1.0132
1.732,2.3977,0.2602,-1.0078
1.7333,2.3926,0.2588,-1.0025
1.7346,2.3876,0.2573,-0.9972
1.7359,2.3826,0.2559,-0.992
1.7372,2.3777,0.2545,-0.9868
1.7384,2.3727,0.253,-0.9816
1.7397,2.3678,0.2516,-0.9764
1.741,2.3629,0.2502,-0.9712
1.7422,2.3581,0.2489,-0.9661
1.7435,2.3532,0.2475,-0.961
1.7447,2.3484,0.2461,-0.9559
1.7459,2.3437,0.2447,-0.9508
1.7472,2.3389,0.2434,-0.9458
1.7484,2.3342,0.242,-0.9408
1.7496,2.3295,0.2407,-0.9358
1.7508,2.3248,0.2394,-0.9309
1.752,2.3201,0.2381,-0.9259
1.7532,2.3155,0.2368,-0.921
1.7544,2.3109,0.2355,-0.9161
1.7555,2.3063,0.2342,-0.9113
1.7567,2.3018,0.2329,-0.9064
1.7579,2.2972,0.2316,-0.9016
1.759,2.2927,0.2303,-0.8968
1.7602,2.2882,0.2291,-0.892
1.7613,2.2838,0.2278,-0.8873
1.7625,2.2794,0.2266,-0.8825
1.7636,2.2749,0.2254,-0.8778
1.7647,2.2705,0.2241,-0.8732
1.7658,2.2662,0.2229,-0.8685
1.767,2.2618,0.2217,-0.8639
1.7681,2.2575,0.2205,-0.8592
1.7692,2.2532,0.2193,-0.8547
1.7703,2.249,0.2181,-0.8501
1.7714,2.2447,0.217,-0.8455
1.7724,2.2405,0.2158,-0.841
1.7735,2.2363,0.2146,-0.8365
1.7746,2.2321,0.2135,-0.832
1.7757,2.2279,0.2123,-0.8276
1.7767,2.2238,0.2112,-0.8231
1.7778,2.2197,0.21,-0.8187
1.7788,2.2156,0.2089,-0.8143
1.7799,2.2115,0.2078,-0.8099
1.7809,2.2075,0.2067,-0.8056
1.7819,2.2034,0.2056,-0.8013
1.783,2.1994,0.2045,-0.7969
1.784,2.1954,0.2034,-0.7927
1.785,2.1915,0.2023,-0.7884
1.786,2.1875,0.2013,-0.7841
1.787,2.1836,0.2002,-0.7799
1.788,2.1797,0.1991,-0.7757
1.789,2.1758,0.1981,-0.7715
